listing_name,address,property_management_name,permit_value,floors,units_or_Size,building_type,image,url,source_name,units_or_size,permit_Value
Port West,"3644 Dutch Village Road, Halifax",United Gulf,$12.4 M,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240420_1548215158841297966310948.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/22/port-west-3/,Halifax Regional Municipality development blog,74,
Port West,"3644 Dutch Village Road, Halifax",United Gulf,$12.4 M,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240128_1430219083114538454603999.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/30/port-west-2/,Halifax Regional Municipality development blog,74,
Port West,"3644 Dutch Village Road, Halifax",United Gulf,-1,8,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20231231_1543363963048239053365021.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/02/port-west/,Halifax Regional Municipality development blog,74,
The Post,"53 Queen Street, Dartmouth",-1,? Value,26,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240508_1805268218793814862420131.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/10/the-post-2/,Halifax Regional Municipality development blog,142,
The Post,"53 Queen Street, Dartmouth",-1,? Value,26,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240315_14302283552066538003221.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/17/the-post/,Halifax Regional Municipality development blog,142,
Press Block,"1730 Granville Street, Halifax",Dexel Developments,$22.8M,9,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240504_1756459087320831408902840.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/06/press-block-6/,Halifax Regional Municipality development blog,133,
Press Block,"1730 Granville Street, Halifax",Dexel Developments,$22.8M,9,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240428_1444127940464404733907905.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/01/press-block-5/,Halifax Regional Municipality development blog,133,
Press Block,"1730 Granville Street, Halifax",Dexel Developments,$22.8M,9,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240421_1708432809606748424478366.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/25/press-block-4/,Halifax Regional Municipality development blog,133,
Press Block,"1730 Granville Street, Halifax",Dexel Developments,$22.8M,9,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240413_1636537078114936061871444.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/16/press-block-3/,Halifax Regional Municipality development blog,133,
Press Block,"1730 Granville Street, Halifax",Dexel Developments,$22.8M,9,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240317_1447247884702387738144592.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/18/press-block-2/,Halifax Regional Municipality development blog,133,
Press Block,-1,Dexel Developments,-1,9,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/12/20231216_1311413605173940735235253.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/16/press-block/,Halifax Regional Municipality development blog,-1,
Ralston Block,"1551-67 Hollis & 1556 Lower Water Street, Halifax",Universal Properties,$99.8 M,21,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240504_1735284087987986225095464.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/05/ralston-block-4/,Halifax Regional Municipality development blog,462,
Ralston Block,"1551-67 Hollis & 1556 Lower Water Street, Halifax",Universal Properties,$99.8 M,21,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240428_1357288256366399685650862.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/29/ralston-block-3/,Halifax Regional Municipality development blog,462,
Ralston Block,"1551 Hollis Street, Halifax",Universal Properties,$99.8 M,21,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240420_1502017539200076494115478.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/22/ralston-block-2/,Halifax Regional Municipality development blog,462,
Ralston Block,"1551 Hollis Street, Halifax",Universal Properties,$99.8 M,21,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240413_1647392298100722709853160.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/15/ralston-block/,Halifax Regional Municipality development blog,462,
RALSTON BUILDING,1557 Hollis Street,-1,$99M,21,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/11/20231126_141933.jpg?w=1024,https://halifaxdevelopments.ca/2023/11/29/ralston-building/,Halifax Regional Municipality development blog,462,
Regency at Sackville Downs III,"100 Arkle Lane, Lower Sackville",B&N Properties,$19.5M,7,125,1,https://halifaxdevelopments.files.wordpress.com/2024/04/20240421_1337395661468940146941605.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/25/regency-at-sackville-downs-iii-2/,Halifax Regional Municipality development blog,,
Regency at Sackville Downs III,"100 Arkle Lane, Lower Sackville",B&N Properties,$19.5M,7,125,1,https://halifaxdevelopments.files.wordpress.com/2024/03/20240330_1555195576664139873095133.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/02/regency-at-sackville-downs-iii/,Halifax Regional Municipality development blog,,
Richmond Suites West,"Richmond Street, Dartmouth",-1,-1,6,-1,-1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240118_135910464643524968485787.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/20/richmond-suites-west/,Halifax Regional Municipality development blog,,
Richmond East (117 Richmond),-1,-1,-1,-1,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
Richmond Yards,"2735 Clifton Street, Halifax",Westwood Group,$13.5 M,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240501_1835577239272804944972812.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/03/richmond-yards-52/,Halifax Regional Municipality development blog,93,
Richmond Yards B,"2735 Clifton Street, Halifax",Westwood Group,$13.5 M,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240406_1712417813817563506624834.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/09/richmond-yards-49/,Halifax Regional Municipality development blog,93,
Richmond Yards,"6070 Almon Street, Halifax",Westwood Group,$41.4 M,30,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240314_1323385819646235333089992.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/15/richmond-yards-48/,Halifax Regional Municipality development blog,257,
Richmond Yards,"6070 Almon Street, Halifax",Westwood Group,$41.4 M,30,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240222_1300078381177498713134562.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/23/richmond-yards-47/,Halifax Regional Municipality development blog,257,
Richmond Yards,"6070 Almon Street, Halifax",Westwood Group,$41.4 M,30,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240121_1441098143572641202932305.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/24/richmond-yards-45/,Halifax Regional Municipality development blog,257,
Robie + May,"2705 Robie Street, Halifax",Phoenix Development,$ ?,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240501_1831034506063839262849567.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/02/robie-may-6/,Halifax Regional Municipality development blog,88,
Robie + May,"2731 Robie Street, Halifax",Unknown,$5.2M,8,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/04/20240418_1258462122208975990833125.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/21/robie-may-5/,Halifax Regional Municipality development blog,26,
Robie + May,"2705 Robie Street, Halifax",Phoenix Development,$ ?,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240328_1345558694571279837038796.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/31/robie-may-4/,Halifax Regional Municipality development blog,88,
Robie & May,"2705 Robie Street, Halifax",Phoenix Development,$ ?,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240304_1349132153486056171086420.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/06/robie-may-3/,Halifax Regional Municipality development blog,88,
Robie May,"2705 Robie Street, Halifax",Phoenix Development,$ ?,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240130_13490645185628603303465.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/31/robie-may-2/,Halifax Regional Municipality development blog,88,
Robie & May,"2705 Robie Street, Halifax",Phoenix Development,$ ?,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240121_1436047915154033353260378.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/24/robie-may/,Halifax Regional Municipality development blog,88,
The Rooks of West Bedford,"16 Rooksview Lane, Bedford",Unknown,$46.4M,15,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/04/20240420_1616032717509966607115342.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/24/the-rooks-of-west-bedford-6/,Halifax Regional Municipality development blog,290,
The Rooks of West Bedford,"16 Rooksview Lane, Bedford",Unknown,$46.4M,15,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/03/20240324_1644094000844961753591920.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/28/the-rooks-of-west-bedford-5/,Halifax Regional Municipality development blog,290,
The Rooks of West Bedford,"16 Rooksview Lane, Bedford",Unknown,$46.4M,15,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/03/20240303_1432481864381102160440994.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/04/the-rooks-of-west-bedford-4/,Halifax Regional Municipality development blog,290,
The Rooks of West Bedford,"16 Rooksview Lane, Bedford",Unknown,$46.4M,15,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/02/20240211_1353338687298691294616983.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/12/the-rooks-of-west-bedford-3/,Halifax Regional Municipality development blog,290,
The Rooks of West Bedford,"Rooksview Lane, Bedford",-1,-1,14,,Residential,https://halifaxdevelopments.files.wordpress.com/2023/12/20231225_1259372691453423709611985.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/27/the-rooks-of-west-bedford-2/,Halifax Regional Municipality development blog,-1,
The Rooks of West Bedford,"Rooksview Lane, Bedford",-1,-1,15,,Residential,https://halifaxdevelopments.files.wordpress.com/2023/12/20231217_130648542243888457063391.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/19/the-rooks-of-west-bedford/,Halifax Regional Municipality development blog,-1,
St. Mark’s Anglican,Gottingen Street,-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2024/03/20240321_1328142991654381021942426.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/24/st-marks-anglican/,Halifax Regional Municipality development blog,-1,
Shining Waters Motel,"1831 St Margaret’s Bay Road, Timberlea",-1,$2.1 M,3,670m2,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240330_1429374636949679089622873.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/01/shining-waters-motel-2/,Halifax Regional Municipality development blog,,
Shining Waters Motel,"1831 St. Margaret’s Bay Road, Timberlea",-1,-1,3,-1,-1,https://halifaxdevelopments.files.wordpress.com/2023/11/20231126_145712.jpg?w=1024,https://halifaxdevelopments.ca/2023/11/28/shining-waters-motel/,Halifax Regional Municipality development blog,,
-1,1831 St. Margaret’s Bay Road,-1,-1,3,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
SKYE HALIFAX,Hollis & Sackville,United Gulf Developments,-1,21,-1,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/11/20231126_141738.jpg?w=1024,https://halifaxdevelopments.ca/2023/11/28/skye-halifax/,Halifax Regional Municipality development blog,,
Brunswick Supportive Housing,"2445 Brunswick Street, Halifax",Society of Saint Vincent de Paul,,4,,1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240226_1328392776080866654497889.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/27/brunswick-supportive-housing/,Halifax Regional Municipality development blog,38,$11 M
Brunswick Support Housing,Not Available,Society of Saint Vincent de Paul,,4,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231210_131723.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/12/brunswick-support-housing/,Halifax Regional Municipality development blog,38,$11 M
SOQU Residences,"6353 Pepperell Street, Halifax",Dexel Developments,? Value,8,~157 Units,0,https://halifaxdevelopments.files.wordpress.com/2024/03/20240323_1423134866540407800616719.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/26/soqu-residences/,Halifax Regional Municipality development blog,,
6324 Quinpool,-1,Dexel Developments,-1,-1,-1,-1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240210_16180830813247793381646.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/11/6324-quinpool/,Halifax Regional Municipality development blog,,
South Village,"5616 South Street, Halifax",Templeton Properties,-1,8,,1,https://halifaxdevelopments.files.wordpress.com/2024/03/20240323_1337298235887413523555490.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/25/south-village-4/,Halifax Regional Municipality development blog,-1,
South Village,"South Street, Halifax",Templeton Properties,-1,9,,1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231231_1421155243778377501005839.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/02/south-village-3/,Halifax Regional Municipality development blog,-1,
South Village,"5616 South Street, Halifax",Templeton Properties,-1,-1,,1,-1,-1,Halifax Regional Municipality development blog,-1,
South Village,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
The Vuze,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
South Village,-1,Templeton Properties,-1,-1,,1,-1,-1,Halifax Regional Municipality development blog,-1,
The Story of Home,"210-214 Willett Street, Halifax",My Story Living,$61.6 M,17,530,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240502_1803079026210630938669084.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/04/the-story-of-home-2/,Halifax Regional Municipality development blog,,
The Story of Home,"210-214 Willett Street, Halifax",My Story Living,$61.6 M,17,530,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240218_1521041473885490514560478.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/19/the-story-of-home/,Halifax Regional Municipality development blog,,
Story of Home,"210-217 Willett Street, Halifax",Hazelview Developments,-1,17,527,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/12/20231202_125415.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/03/story-of-home/,Halifax Regional Municipality development blog,,
The Winslow,"6211 Willow Street, Halifax",Flex Build,,7,,0,https://halifaxdevelopments.files.wordpress.com/2024/05/20240430_1740406530460383396195117.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/02/the-winslow-5/,Halifax Regional Municipality development blog,84,$15.1M
Windsor & Willow,"2570 Windsor Street, Halifax",Whimsical Lake Developments Ltd,,8,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231230_1435452795155891238540349.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/31/windsor-willow/,Halifax Regional Municipality development blog,84,$15.1M
The Woods,"430 Pockwock Road, Upper Hammonds Plains",Welcome Home Construction,$35.0M,3,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240120_1429438322724061656926500.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/22/the-woods/,Halifax Regional Municipality development blog,160,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/04/20240424_1337389221823875991993836.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/29/wyse-tower-10/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/04/20240416_1347237138235793240095269.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/18/wyse-tower-9/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/04/20240403_1324422942432811550759781.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/04/wyse-tower-8/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/03/20240314_1426003832395082634169891.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/16/wyse-tower-7/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/03/20240308_1429555810964244976677973.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/09/wyse-tower-6/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/02/20240229_141302247989274919891921.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/01/wyse-tower-5/,Halifax Regional Municipality development blog,162,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,$28.8 M,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/02/20240216_1420076152925231213992969.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/17/wyse-tower-4/,Halifax Regional Municipality development blog,162,
Wyse Tower,"1 Williams Street, Dartmouth",Boston Developments,-1,27,,-1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240111_1414216288408336103960577.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/12/wyse-tower-3/,Halifax Regional Municipality development blog,Residential,
Wyse Tower,"1 Williams Street, Dartmouth",Boston Developments,-1,27,,Residential,https://halifaxdevelopments.files.wordpress.com/2024/01/20240103_1420507122297654889591318.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/04/wyse-tower-2/,Halifax Regional Municipality development blog,160,
Wyse Tower,"5 Williams Street, Dartmouth",Boston Developments,-1,27,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/12/20231211_141307.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/14/wyse-tower/,Halifax Regional Municipality development blog,160,
WYSE TOWER,-1,Boston Developments,-1,26,,Residential,-1,-1,Halifax Regional Municipality development blog,160,
2730 Agricola,"2730 Agricola Street, Halifax",Unknown,,5,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240501_1825268854030386192259809.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/03/2730-agricola-3/,Halifax Regional Municipality development blog,44,$10.5M
2730 Agricola,"2730 Agricola Street, Halifax",Unknown,,5,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240402_1216466154941865288482355.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/04/2730-agricola-2/,Halifax Regional Municipality development blog,44,$10.5M
2730 Agricola,"2730 Agricola Street, Halifax",Unknown,,5,,-1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240115_1304481396101566682097295.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/18/2730-agricola/,Halifax Regional Municipality development blog,44,-1
Dec 31/23 Permits,-1,-1,,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231231_1441013840722544762598587.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/31/dec-31-23-permits/,Halifax Regional Municipality development blog,-1,-1
1190 Barrington,"1190 Barrington Street, Halifax",Universal Properties,,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240428_1414083847375038924167070.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/30/1190-barrington-6/,Halifax Regional Municipality development blog,95,$21.0M
1190 Barrington,"1190 Barrington Street, Halifax",Universal Properties,,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240406_140143337319022106479907.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/07/1190-barrington-5/,Halifax Regional Municipality development blog,95,$21.0M
1190 Barrington,"1190 Barrington Street, Halifax",Universal Properties,,8,,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240323_1352237078595627448038252.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/26/1190-barrington-4/,Halifax Regional Municipality development blog,95,$21.0M
1190 Barrington,-1,-1,,8,,-1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240224_1516517516213165681998744.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/25/1190-barrington-3/,Halifax Regional Municipality development blog,95,-1
1190 Barrington,-1,-1,,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240218_1608564208081387084839425.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/19/1190-barrington-2/,Halifax Regional Municipality development blog,-1,-1
1190 BARRINGTON,"1190 Barrington Street, Halifax",Universal Properties,,8,,Residential with GF Commercial,https://halifaxdevelopments.files.wordpress.com/2023/11/20231126_132446.jpg?w=1024,https://halifaxdevelopments.ca/2023/11/27/1190-barrington/,Halifax Regional Municipality development blog,73,$21M
-1,-1,-1,,8,,-1,-1,-1,Halifax Regional Municipality development blog,-1,-1
2254 Barrington,"2254 Barrington Street, Halifax",Unknown,$36.0M,7,117,1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240226_1337014798269527528869997.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/28/2254-barrington/,Halifax Regional Municipality development blog,,
352 Beaver Bank Road,"352 Beaver Bank Road, Beaver Bank",Unknown,$10.2M,4,,-1,https://halifaxdevelopments.files.wordpress.com/2024/03/20240309_1612316344241128066178219.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/11/352-beaver-bank-road/,Halifax Regional Municipality development blog,74,
75 Brookline Drive,"75 Brookline Drive, Bedford",Unknown,$38.0M,11,154,Residential,https://halifaxdevelopments.files.wordpress.com/2024/03/20240324_1640178114795058371723368.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/28/75-brookline-drive/,Halifax Regional Municipality development blog,,
Dec 24/23 Permits,-1,-1,-1,-1,-1,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/10000022654295595692624035487.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/24/dec-24-23-permits/,Halifax Regional Municipality development blog,,
22 Brule Street,"22 Brule Street, Dartmouth",Homburg,$3.25 M,4,,1,https://halifaxdevelopments.files.wordpress.com/2024/04/20240416_1400066197664814227782940.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/18/22-brule-street-3/,Halifax Regional Municipality development blog,38,
22 Brule Street,"22 Brule Street, Dartmouth",Unknown,$3.25 M,4,,-1,https://halifaxdevelopments.files.wordpress.com/2024/02/20240222_134431262985471309475011.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/25/22-brule-street-2/,Halifax Regional Municipality development blog,38,
22 Brule Street,"22 Brule Street, Dartmouth",-1,$3.2M,4,,-1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240115_1354415059551715936560327.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/18/22-brule-street/,Halifax Regional Municipality development blog,38,
95 Caledonia,"95 Caledonia Road, Dartmouth",-1,$11.5 M,5,64,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240228_1413077833685972488710364.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/29/95-caledonia-3/,Halifax Regional Municipality development blog,,
95 Caledonia,"95 Caledonia Road, Dartmouth",-1,$11.5 M,5,64,Mixed-Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240202_1404267569056159685806326.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/03/95-caledonia-2/,Halifax Regional Municipality development blog,,
95 Caledonia Road,"95 Caledonia Road, Dartmouth",-1,-1,5,-1,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/12/20231223_154234351959388677227311.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/26/95-caledonia-road/,Halifax Regional Municipality development blog,,
95 Caledonia,95 Caledonia,-1,-1,-1,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/05/20240505_1249104664573778259453614.jpg?w=1024,https://halifaxdevelopments.ca/2024/05/07/5515-cogswell-22/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240424_1255242249721658414921095.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/28/5515-cogswell-21/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240417_1258426116637614083138334.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/19/5515-cogswell-20/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/04/20240410_1322382083689285957930619.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/14/5515-cogswell-19/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240320_1241284133177456069764017.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/22/5515-cogswell-18/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240313_1345277041576833718379347.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/15/5515-cogswell-17/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/03/20240306_130943268162430112441600.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/07/5515-cogswell-16/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240223_1341242852834127994072600.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/25/5515-cogswell-15/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/02/20240209_1312578788916617865712677.jpg?w=1024,https://halifaxdevelopments.ca/2024/02/10/5515-cogswell-14/,Halifax Regional Municipality development blog,174,?
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240122_1322287408399987936925134.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/25/5515-cogswell-13/,Halifax Regional Municipality development blog,174,?
5515 Cogwsell,-1,-1,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2024/01/20240114_1456018615592074901141369.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/15/5515-cogwsell/,Halifax Regional Municipality development blog,-1,-1
5515 Cogswell,"5515 Cogswell Street, Halifax",Principal Developments,,10,,Mixed Use,-1,https://halifaxdevelopments.ca/2024/01/10/5515-cogswell-12/,Halifax Regional Municipality development blog,174,-1
5515 Cogswell,5415 Cogswell @ Gottingen,Principal Developments,,10,,Mixed Use,https://halifaxdevelopments.files.wordpress.com/2023/12/20231210_133644.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/13/5515-cogswell-11/,Halifax Regional Municipality development blog,174,-1
